,pd_id,icon_on,icon_off,icon_offline,icon_smartconfig,icon_lock_screen_on,icon_lock_screen_off,icon_bluetooth_pairing,icon_real,icon_guidepic,icon_smartconfig_off,icon_336,pid,model,name,name_smartconfig,brand_name,desc_cn,subcategory_id,status,ios_status,model_regex,min_app_version,cate_name,inherit_id,change_time,rank,sc_type,sc_status,sc_type_more,sc_type_more_v2,sc_failed,ios_sc_visible,bind_confirm,fiveG_wifi,bt_rssi,bt_bind_style,bt_match,bt_is_secure,bt_gateway,mesh_gateway,permission_control,wexin_share,ct_offline_enter,op_history,voice_control,voice_ctrl_ed,infrared_gateway,zigbee_gateway,member_cnt,ios_asset,relations,resolve_type,link_rssi,name_cn,name_en,desc_en,metasubcategory_name,metacategory_name,product_number,product_number_source_type,product_additional
291,2578,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1583810433710YduCgfuQ.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=gFTbKM2uH1twxS76vwjYyJPWFPM=,,,,16,leishi.light.wy0a01,NVC Smart bulb,,,,17,3,3,,60160,Home security,0,1603769021,63,11,3,[],[],0,True,0,0,-66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],5,-45,,NVC Smart bulb,,Light bulb,Home security,,,
292,3956,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1603252659356tVf4mggF.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Esn7L1QCRBEEBN8K1KxEPaxYLjo=,,,,8,aok98.curtain.am50pw,AOK AM50 intelligence curtain,,,双模,13,3,3,,60160,Home security,0,1607312988,0,3,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],1,-45,,AOK AM50 intelligence curtain,Dual mode,Motorized curtain,Home security,,,
293,67304,,,,,,,,,,,,14,tyzhjt.stb.stb003,机顶盒,,,,181,3,3,,60160,Other,0,1603768727,0,5,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],-1,-45,机顶盒,Set-top box,,Iptv set-top box,Other,,,
294,67864,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1568967709216rOtjh5L3.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=Ur0i1WMZvHEOB6LXwrrQjzMZ8/M=,,,,14,anlin.curtain.1,电机控制,,,车库门、卷帘门,13,3,3,,60160,Home security,0,1603768540,0,0,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],-1,-45,电机控制,motor control,"Garage doors, rolling doors",Motorized curtain,Home security,,,
295,70117,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1602486037302GwzMBThX.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=q3T3Oz5MMcI2LnkYb/gEdazj4VU=,,,,0,viomi.waterheater.u30,Viomi Smart Gas Water Heater Mate Pro 16L,,,MIOT-SPEC接入,141,3,3,,60160,Sanitary appliances,0,1606446694,0,0,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,,Viomi Smart Gas Water Heater Mate Pro 16L,MIOT-SPEC access,Water heater,Sanitary appliances,,,
296,65966,https://static.home.mi.com/app/image/get/file/developer_15350228442w6eljj4.png,https://static.home.mi.com/app/image/get/file/developer_153502285499kscrpf.png,https://static.home.mi.com/app/image/get/file/developer_1535022861cy4aeyc8.png,,https://static.home.mi.com/app/image/get/file/developer_1535022882t0r15e51.png,https://static.home.mi.com/app/image/get/file/developer_1535022890pdvucq6v.png,,https://static.home.mi.com/app/image/get/file/developer_1535022811tg2hec7o.png,,,,14,ikonke.plug.k2,k2 smart plug,,,"远程控制开关
定时延时",4,3,3,,60160,Home security,0,1603768703,0,0,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,,k2 smart plug,"Remote control switch
Timing delay",Power outlet,Home security,,,
297,71689,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/535945eb6e75d50739f4f37f5f87647a_168.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=oPzKeougiTLM6k64681pVzoK7xw=,,,,0,viomi.dishwasher.v12,viomi smart dishwasher 8 settings 0803B,,,MIOT_SPEC (ESP-WROOM-02D),153,3,3,,60160,Other,0,1613697654,0,0,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,,viomi smart dishwasher 8 settings 0803B,MIOT_SPEC (ESP-WROOM-02D),Dishwasher,Other,,,
298,3707,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1600227314626jLuo8c9I.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=hz8VZYxojogeZxSgAlVpFFBhp1A=,,,,8,kadeer.heater.20yrw,JO FOND Indoor heater (wall mounted heater),,,NDY_20YRW,132,3,3,,60160,Environment appliances,0,1604650553,0,0,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],1,-45,,JO FOND Indoor heater (wall mounted heater),NDY_20YRW,Electric heater,Environment appliances,,,
299,70024,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1595403845138JbzNiHzR.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=lEh7lUxyL4QGDpfNOisYtoiTN6Y=,,,,0,yunmi.waterpuri.s12,Viomi Smart Water purifier Blues (600G),,,MIoT SPEC协议接入,66,3,3,,60160,Kitchen appliances,0,1603768367,0,0,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,,Viomi Smart Water purifier Blues (600G),MIoT SPEC protocol access,Water purifier,Kitchen appliances,,,
300,343,https://static.home.mi.com/app/image/get/file/developer_1495097945l124azfr.png,https://static.home.mi.com/app/image/get/file/common_image_1437379417b64fpda7.png,https://static.home.mi.com/app/image/get/file/common_image_1437379417b64fpda7.png,,https://static.home.mi.com/app/image/get/file/developer_1486806784q1ny9j0l.png,https://static.home.mi.com/app/image/get/file/developer_1486806799chykoggm.png,https://static.home.mi.com/app/image/get/file/developer_1494558275gstucw6v.png,https://static.home.mi.com/app/image/get/file/developer_1486806634f3or28gg.png,,,,6,desay.bleshoes.s311,90 urevo,,,Curie模组跑鞋,99,3,3,,60160,Sports & health,0,1603768693,1,2,4,[],[],0,True,0,0,-60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,[],3,-45,,90 urevo,Curie modular running shoes,Smart shoes,Sports & health,,,
301,67423,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1565777018728H6RGUctP.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=5P4CaS5Pl2Er1aZKiD4tkQEsX3I=,,,,14,coolki.switch.t3uk2c,Wi-Fi智能墙面开关,,,“支持小爱同学”认证提审设备,161,3,3,,60160,Other,0,1603768999,0,0,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,[],-1,-45,Wi-Fi智能墙面开关,Wi-Fi Smart Wall Switch,"""Support Xiao Ai"" certification review equipment",Switch,Home security,,,
302,70191,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1592209387552uttiomEp.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=mBCSYDFJeXSTd+CfRq9YMk/py/8=,,,,14,juzi.wopener.040102,推窗器,,,已废弃,217,3,3,,60160,Other,0,1603768772,0,5,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,推窗器,Window pusher,Obsolete,Window opener,Other,,,
303,1175,https://static.home.mi.com/app/image/get/file/developer_1560933287hpzfvpc1.png,https://static.home.mi.com/app/image/get/file/developer_15609332926kxyrwmt.png,https://static.home.mi.com/app/image/get/file/developer_15609332986vzkt556.png,,https://static.home.mi.com/app/image/get/file/developer_1560933307qin850pl.png,https://static.home.mi.com/app/image/get/file/developer_1560933312d7a0375a.png,,https://static.home.mi.com/app/image/get/file/developer_1560933281evtp0pc0.png,,https://static.home.mi.com/app/image/get/file/developer_1561340669qmeyh9a6.png,,8,tokit.cooker.press1,TOKIT Pressure IH Smart Rice Cooker,,,,87,3,3,,60160,Kitchen appliances,0,1603768954,16,0,3,[],[],0,True,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],1,-45,,TOKIT Pressure IH Smart Rice Cooker,,Rice cooker,Kitchen appliances,,,
304,68951,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,,https://cdn.cnbj1.fds.api.mi-img.com/iotweb-product-center/developer_1582105449357BEfSLlFr.png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=g7evLIDFoV2EHAIMaJm9zvDeI1M=,,,,14,h2t.aircondition.ac,红外智能控制终端,,,,22,3,3,,60160,Environment appliances,0,1603768803,0,5,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],-1,-45,红外智能控制终端,Infrared intelligent control terminal,,Air conditioner,Environment appliances,,,
305,71514,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,,https://cnbj1.fds.api.xiaomi.com/iotweb-product-center/16b5365019a16a2cc9447db89ea88a33_test%20(3).png?GalaxyAccessKeyId=AKVGLQWBOVIRQ3XLEW&Expires=9223372036854775807&Signature=6L6Q51fBPagzaIO9CNeOoCTCQkk=,,,,14,yongqi.aircondition.ac,空调,,,空调,22,3,3,,60160,Environment appliances,0,1606215274,0,5,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,空调,air conditioning,air conditioning,Air conditioner,Environment appliances,,,
306,67022,https://static.home.mi.com/app/image/get/file/developer_1559632517ahul9zxg.png,https://static.home.mi.com/app/image/get/file/developer_1559632520vt06klsx.png,https://static.home.mi.com/app/image/get/file/developer_155963252422wrnesv.png,,https://static.home.mi.com/app/image/get/file/developer_1559632527mkrymllg.png,https://static.home.mi.com/app/image/get/file/developer_1559632532doh2wzjo.png,,https://static.home.mi.com/app/image/get/file/developer_1559632509kmy6677w.png,,,,14,ezhome.light.zhyapp09,RGB-LED,,,RGB灯,17,3,3,,60160,Home security,0,1603768730,0,0,0,[],[],0,False,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0,-45,,RGB-LED,RGB light,Ceiling light,Home security,,,
